dr7objid,dr8objid,distance
587736751935193384,1237662473160098054,1.00714070881546E-05
587736783073837347,1237662504298742005,4.31996021279428E-06
587736783073837347,1237662504298742005,4.31996021279428E-06
587736783073837347,1237662504298742005,4.31996021279428E-06
587736783605399703,1237662504830304375,1.06436331119283E-05
587736783605399703,1237662504830304375,1.06436331119283E-05
587736812596625449,1237662533821530222,8.62967965310726E-06
587736813135331624,1237662534360236333,3.33174429328123E-06
587736915687702726,1237662636912607489,4.28093153557473E-06
587737809029496931,1237663530254401644,3.55792856980137E-06
587737809029496931,1237663530254401644,3.55792856980137E-06
587737809029496931,1237663530254401644,3.55792856980137E-06
587737809029496931,1237663530254401644,3.55792856980137E-06
587737809571676343,1237663530796581101,6.49848209410393E-05
587737809571676343,1237663530796581101,6.49848209410393E-05
587737825670201773,1237663546895106482,6.27022966500027E-06
587737825682849859,1237663546907754551,0.00011951711535385
587737825682849859,1237663546907754551,0.00011951711535385
587737825682849859,1237663546907754551,0.00011951711535385
587737825682849859,1237663546907754551,0.00011951711535385
587737933044908391,1237663654269813097,3.60975812327236E-06
587738066188042545,1237663787412947307,4.211085598151E-06
587738195573670166,1237663916798574897,1.32909922231884E-05
587738568173879302,1237664289398784009,6.63617444364614E-06
587738568173879302,1237664289398784009,6.63617444364614E-06
587738568173879302,1237664289398784009,6.63617444364614E-06
587738568705966263,1237664289930870952,8.70780837767163E-06
587738568705966263,1237664289930870952,8.70780837767163E-06
587738568705966263,1237664289930870952,8.70780837767163E-06
587738569249587348,1237664290474492025,3.31790672352578E-06
587738570323853377,1237664291548758207,1.74069939973169E-06
587738574072512544,1237664295297417251,3.81185271433762E-06
587738574072512544,1237664295297417251,3.81185271433762E-06
587738574609973544,1237664295834878231,4.18367703339446E-06
587738615416422512,1237664336641327281,1.48580752510174E-05
587738947218505822,1237664668443410543,8.21234967335109E-06
587738947739451439,1237664668964356237,7.04507474334523E-06
587738947742531730,1237664668967436441,1.432652253004E-05
587738947742531730,1237664668967436441,1.432652253004E-05
587738947742531730,1237664668967436441,1.432652253004E-05
587738947749609551,1237664668974514247,7.8008355330663E-06
587738950418759798,1237664671643664523,3.32546470088496E-06
587738950418759798,1237664671643664523,3.32546470088496E-06
587738951497089165,1237664672721993891,6.28618877368429E-06
587738952030027937,1237664673254932662,4.50051603594469E-06
587738952030027937,1237664673254932662,4.50051603594469E-06
587739096994742360,1237664818219647055,6.15030481016793E-06
587739098069008499,1237664819293913181,4.53509444474634E-06
587739133493969058,1237664854718873760,1.85081429459576E-05
587739133493969058,1237664854718873760,1.85081429459576E-05
587739152816406654,1237664874041311355,1.97861018725429E-06
587739157657944218,1237664878882848899,9.66228963336868E-06
587739158184329455,1237664879409234146,4.45934581993664E-06
587739294013784146,1237665015238688860,2.24936797502986E-06
587739294550851627,1237665015775756318,5.90150759847007E-06
587739303687684249,1237665024912588949,3.00521752753505E-05
587739304216363160,1237665025441267860,1.80983367726972E-06
587739304760180913,1237665025985085670,8.39659962172176E-06
587739377235263669,1237665098460168358,4.44655949960216E-06
587739377239720059,1237665098464624767,7.89944840176262E-06
587739379910377596,1237665101135282353,1.07312156796287E-05
587739379910377596,1237665101135282353,1.07312156796287E-05
587739379915686019,1237665101140590752,5.14957181167185E-06
587739380452360390,1237665101677265100,1.32751600621905E-06
587739380452360390,1237665101677265100,1.32751600621905E-06
587739380455047185,1237665101679951977,4.83392166734978E-06
587739380455047185,1237665101679951977,4.83392166734978E-06
587739382064611490,1237665103289516165,3.0513566731277E-06
587739386353090831,1237665107577995478,8.86558592282447E-06
587739405700694125,1237665126925598820,6.80900541732433E-06
587739405701283947,1237665126926188640,2.62025880311486E-06
587739405701283947,1237665126926188640,2.62025880311486E-06
587739406265811249,1237665127490715968,1.63519607873944E-06
587739406265811249,1237665127490715968,1.63519607873944E-06
587739406796128353,1237665128021033040,2.50462723117185E-06
587739407330836568,1237665128555741269,2.89954865632098E-06
587739407330836568,1237665128555741269,2.89954865632098E-06
587739407342960956,1237665128567865675,1.48495980446132E-06
587739408400515175,1237665129625419881,7.05188311305247E-06
587739408400515175,1237665129625419881,7.05188311305247E-06
587739457225228447,1237665178450133179,6.70639375843845E-06
587739505009819697,1237665226234724401,2.44878648625915E-06
587739505009819697,1237665226234724401,2.44878648625915E-06
587739505009819697,1237665226234724401,2.44878648625915E-06
587739509834711155,1237665231059616117,6.76825363328746E-06
587739509834776960,1237665231059681638,4.689626375432E-06
587739608094277773,1237665329319182473,6.34819389074308E-06
587739608623480908,1237665329848385610,6.92332014355843E-06
587739609700237386,1237665330925142138,8.0216904776183E-06
587739609701417107,1237665330926321839,1.56521279788916E-05
587739609701417107,1237665330926321839,1.56521279788916E-05
587739610242613382,1237665331467518088,1.93227203453266E-05
587739630097334473,1237665351322239190,5.95796568239686E-06
587739630633812088,1237665351858716763,3.86835837774655E-06
587739631705456690,1237665352930361389,4.25049276798553E-06
587739647274188937,1237665368499093646,9.65946180627987E-06
587739647274188937,1237665368499093646,9.65946180627987E-06
587739647274188937,1237665368499093646,9.65946180627987E-06
587739647274778821,1237665368499683562,4.37423944255568E-06
587739647818924056,1237665369043828761,9.91452051080554E-06
587739652645191882,1237665373870096406,6.52163931763874E-06
587739652645191882,1237665373870096406,6.52163931763874E-06
587739706334511173,1237665427559415857,7.15568263433543E-06
587739706334511173,1237665427559415857,7.15568263433543E-06
587739707950366866,1237665429175271557,4.61924111367567E-06
587739707952857206,1237665429177761893,4.52812572964248E-06
587739708480290909,1237665429705195610,1.33488787823406E-06
587739719216070720,1237665440440975421,1.36315744219687E-06
587739719216070720,1237665440440975421,1.36315744219687E-06
587739720303116413,1237665441528021120,2.90404779225035E-06
587739720838480070,1237665442063384755,6.30341418306011E-06
587739721091907694,1237665442048376933,3.332529396795E-06
587739721091907694,1237665442048376933,3.332529396795E-06
587739721091907694,1237665442048376933,3.332529396795E-06
587739721913270419,1237665443138175119,1.87928230556238E-06
587739811565404212,1237665532790309042,9.85437739249706E-06
587739814780993752,1237665536005898412,2.08568727606284E-06
587739814781452645,1237665536006357347,6.2450723685857E-06
587739827130400790,1237665548355305595,3.92215449446363E-06
587739827130400790,1237665548355305595,3.92215449446363E-06
587741391572500732,1237667112797405246,4.84530030699311E-06
587741421096861831,1237667142321766846,8.79892011583804E-07
587741421096861831,1237667142321766846,8.79892011583804E-07
587741421096861831,1237667142321766846,8.79892011583804E-07
587741421096861831,1237667142321766846,8.79892011583804E-07
587741488764026980,1237667209988931655,7.40199036839712E-06
587741488764944447,1237667209989849155,3.06431930162132E-06
587741488764944447,1237667209989849155,3.06431930162132E-06
587741488764944447,1237667209989849155,3.06431930162132E-06
587741488764944447,1237667209989849155,3.06431930162132E-06
587741489819025478,1237667211043930180,4.06730714858309E-06
587741490374443156,1237667211599347857,2.51880288308747E-06
587741490374443156,1237667211599347857,2.51880288308747E-06
587741490913214545,1237667212138119239,1.85900465023885E-05
587741490913214545,1237667212138119239,1.85900465023885E-05
587741491449167909,1237667212674072602,6.62761945606417E-06
587741491449167909,1237667212674072602,6.62761945606417E-06
587741491449167909,1237667212674072602,6.62761945606417E-06
587741532230123792,1237667253455028490,1.80265348945748E-06
587741532768043128,1237667253992947809,4.77411395409342E-06
587741532771582107,1237667253996486837,5.29633795394414E-06
587741532771582107,1237667253996486837,5.29633795394414E-06
587741533303079169,1237667254527983869,4.17524164445448E-06
587741533303079169,1237667254527983869,4.17524164445448E-06
587741600419151994,1237667321644056687,4.71613057994197E-06
587741600953139202,1237667322178043978,3.5783119061348E-06
587741600953139202,1237667322178043978,3.5783119061348E-06
587741602022424682,1237667323247329370,1.59976610594993E-06
587741602023211164,1237667323248115898,6.72907328644162E-06
587741708342919173,1237667429567823877,7.51347499792937E-06
587741708342919173,1237667429567823877,7.51347499792937E-06
587741708342919173,1237667429567823877,7.51347499792937E-06
587741708346327250,1237667429571231976,7.73687194760779E-06
587741709410369710,1237667430635274412,1.92024569725277E-06
587741722282754181,1237667443507659044,5.16645803871637E-06
587741726048976986,1237667447273881681,3.46464625098903E-06
587741726576476383,1237667447801381170,6.20804668136605E-06
587741726578114669,1237667447803019352,1.7867828007625E-06
587741726587486372,1237667447812391048,6.12251774059667E-06
587741727112364293,1237667448337269033,1.07037414803304E-06
587741727112364293,1237667448337269033,1.07037414803304E-06
587741727113674892,1237667448338579574,6.0502655041779E-06
587741727113674892,1237667448338579574,6.0502655041779E-06
587741727653363718,1237667448878268490,6.34926888722864E-06
587741815712186557,1237667536937091240,2.90487959440908E-06
587741816234967394,1237667537459872111,1.69610046617386E-06
587741816783962136,1237667538008866895,1.97886863890172E-06
587741817861701666,1237667539086606365,2.16388771357976E-06
587741829116657901,1237667550341562555,6.3893375919273E-06
587742012733915233,1237667733958819949,4.84460115986579E-06
587742012733915233,1237667733958819949,4.84460115986579E-06
587742012741976204,1237667733966880929,2.35322418363355E-06
587742012741976204,1237667733966880929,2.35322418363355E-06
587742012766355818,1237667733991260554,7.40664065236667E-06
587742013270196366,1237667734495101068,7.11100025030553E-06
587742013270196366,1237667734495101068,7.11100025030553E-06
587742013808312448,1237667735033217153,1.01323103080746E-05
587742013808312448,1237667735033217153,1.01323103080746E-05
587742060523880567,1237667781748785345,1.01812202289847E-05
587742060531941491,1237667781756846180,1.8530209915587E-06
587742060532203658,1237667781757108367,5.45317590320417E-06
587742060552323287,1237667781777227972,3.6594004327474E-06
587742061059637470,1237667782284542203,4.73041744578775E-06
587742061059637470,1237667782284542203,4.73041744578775E-06
587742061073268866,1237667782298173575,3.06536890812225E-06
587742061624295702,1237667782849200362,2.48352017088594E-06
587742061624295702,1237667782849200362,2.48352017088594E-06
587742062670971037,1237667783895875707,5.51758874997976E-06
587742062675034221,1237667783899938938,5.14719283880164E-05
587742191514878136,1237667912739782896,3.16198171268069E-06
587742191514878136,1237667912739782896,3.16198171268069E-06
587742191519465478,1237667912744370270,1.39923114857683E-06
587742551756505208,1237668272981410069,3.94561229767841E-06
587742575367487532,1237668296592392280,7.07010228268289E-06
587742575908552870,1237668297133457548,2.12112670509994E-06
587742575908618355,1237668297133523050,1.0508966370803E-06
587742575921266911,1237668297146171603,7.47043210570767E-06
587742576979148877,1237668298204053583,3.68893010425784E-06
587742576988913695,1237668298213818524,5.91542500391049E-06
587742576994877557,1237668298219782256,1.3156326138622E-05
587742577532469326,1237668298757373979,1.51503034630533E-05
587742578072354949,1237668299297259683,3.72952253418437E-06
587742578072354949,1237668299297259683,3.72952253418437E-06
587742590403608589,1237668311628513544,2.4996519727531E-06
587742609727225967,1237668330952130656,1.01748992285952E-05
587742611878314206,1237668333103218878,3.64840225192702E-06
587742615099736352,1237668336324641019,7.25495137044502E-06
587742628524982485,1237668349749887202,6.59018308059163E-06
587742628524982485,1237668349749887202,6.59018308059163E-06
587742774553215103,1237668495778119850,2.78004474913544E-06
587742889972924639,1237668611197829323,6.73080930808576E-05
587744727150690537,1237670448375595267,4.71552708089935E-06
587744728760254665,1237670449985159362,3.62519282696674E-06
587744874249977914,1237670595474882891,7.00325909726519E-06
587745243615265232,1237670964840169951,1.05582386372786E-05
587745243618017633,1237670964842922313,6.96591430974842E-06
587745244167340245,1237670965392244943,2.37087259894759E-06
587745244167340245,1237670965392244943,2.37087259894759E-06
587745244692086964,1237670965916991733,1.27423463407237E-05
587745244702703767,1237670965927608459,1.75495718984057E-05
587745402529841727,1237671123754746562,1.75553024809677E-06
587745402531676455,1237671123756581184,1.27819819014001E-05
587745403615903785,1237671124840808493,2.90007257062784E-06
587745404153888829,1237671125378793632,6.49869128542285E-06
587745404153888829,1237671125378793632,6.49869128542285E-06
587745404153888829,1237671125378793632,6.49869128542285E-06
587745539970826661,1237671261195731388,2.25801911460971E-06
587746214820642894,1237671936045547599,2.17392171165634E-06
587748930312077400,1237674651536982092,2.88892732265103E-06
587748930312077400,1237674651536982092,2.88892732265103E-06
588007003625881781,1237651249874075904,7.31607990008613E-05
588007004168585328,1237651250416779369,9.45794562218438E-05
588007004183920891,1237651250432114947,3.10850028538382E-05
588007004183920891,1237651250432114947,3.10850028538382E-05
588007004183920891,1237651250432114947,3.10850028538382E-05
588007004196897134,1237651250445091197,1.36438619056028E-05
588007004700803098,1237651250948997145,3.09675251139725E-05
588007005256679650,1237651251504873671,5.10182462996773E-05
588007005270639119,1237651251518833149,4.58517113146868E-05
588009365864120366,1237653612112314399,0.000111517067209688
588009365864120366,1237653612112314399,0.000111517067209688
588009365864120366,1237653612112314399,0.000111517067209688
588010358538698798,1237654604786892847,8.40642815880515E-06
588010359068426439,1237654605316620458,6.16199451877422E-06
588010360156913782,1237654606405107834,5.12751714719785E-07
588010879301845004,1237655125550039053,3.42827759795755E-06
588010879301845004,1237655125550039053,3.42827759795755E-06
588010879301845004,1237655125550039053,3.42827759795755E-06
588010880369361006,1237655126617555052,3.61040988891021E-06
588011099408826508,1237655345657020540,8.77420613745784E-05
588011101035495538,1237655347283689702,7.57499479888491E-06
588011122510528599,1237655368758722631,8.84312798205069E-05
588011123577454710,1237655369825648778,9.97943617994658E-05
588011124115898428,1237655370364092501,9.33892654469214E-05
588011124115898428,1237655370364092501,9.33892654469214E-05
588011124115898428,1237655370364092501,9.33892654469214E-05
588011125194424452,1237655371442618522,2.15862254914691E-05
588011125194424452,1237655371442618522,2.15862254914691E-05
588011216988209167,1237655463236403216,2.77431720183487E-05
588011218602492009,1237655464850686040,8.11598528591312E-05
588011219142508723,1237655465390702784,0.00010618542968738
588013381665357930,1237657627913551984,7.39020055182738E-05
588013381665357930,1237657627913551984,7.39020055182738E-05
588013381672042538,1237657627920236591,9.41113533601856E-05
588013381672042538,1237657627920236591,9.41113533601856E-05
588013382210027624,1237657628458221651,6.07471508803233E-05
588013383257817561,1237657629506011622,9.81976638112381E-07
588013383814676648,1237657630062870684,7.45801468724838E-05
588013384338898976,1237657630587093146,7.93992441236244E-06
588013384338898976,1237657630587093146,7.93992441236244E-06
588015508211368054,1237659754459562088,5.34650067211489E-06
588015508753612950,1237659755001807083,4.96138417516885E-06
588015509273378878,1237659755521572992,7.19885990021305E-06
588015509273378878,1237659755521572992,7.19885990021305E-06
588015509277704289,1237659755525898325,5.93265633556088E-06
588015509278687355,1237659755526881395,6.84910752595212E-06
588015509282750632,1237659755530944668,2.14413120260519E-06
588015509282750632,1237659755530944668,2.14413120260519E-06
588015509282750632,1237659755530944668,2.14413120260519E-06
588015509284847770,1237659755533041790,1.90166476966828E-06
588015509284847770,1237659755533041790,1.90166476966828E-06
588015509284847770,1237659755533041790,1.90166476966828E-06
588015509290025122,1237659755538219151,2.66869775819738E-06
588015510344302646,1237659756592496676,2.15755258198202E-06
588015510344302646,1237659756592496676,2.15755258198202E-06
588015510365012051,1237659756613206098,1.09116387855337E-05
588016839639564461,1237661085887758559,6.734221695279E-06
588016840706294177,1237661086954488295,2.67136067063357E-06
588016891715190956,1237661137963385020,4.77461413928229E-06
588016892786901096,1237661139035095163,4.32440873008846E-06
588016892786901096,1237661139035095163,4.32440873008846E-06
588016892786901096,1237661139035095163,4.32440873008846E-06
588016892787359754,1237661139035553884,8.38018909246983E-06
588017110222372984,1237661356470567023,2.08225221187881E-06
588017110222373005,1237661356470567041,4.59529945725781E-06
588017111298211975,1237661357546406031,1.662803079611E-05
588017112366055568,1237661358614249625,9.34484945186239E-06
588017115590426784,1237661361838620827,1.13889489337421E-05
588017569773846558,1237661816022040600,5.34227162298717E-06
588017569773846558,1237661816022040600,5.34227162298717E-06
588017569773846558,1237661816022040600,5.34227162298717E-06
588017604138369082,1237661850386563236,7.96252436345708E-06
588017605218336815,1237661851466530894,2.82313710624688E-05
588017625082364006,1237661871330558067,3.59586155486416E-06
588017625628541012,1237661871876735127,1.97415933166383E-06
588017625628541012,1237661871876735127,1.97415933166383E-06
588017625628541012,1237661871876735127,1.97415933166383E-06
588017626699661323,1237661872947855366,1.4886239270708E-06
588017626699661323,1237661872947855366,1.4886239270708E-06
588017627757543516,1237661874005737543,5.95394428770965E-06
588017627760754873,1237661874008948907,7.19140416356731E-06
588017627765604441,1237661874013798467,1.18561892072611E-05
588017702953746742,1237661949201940804,4.45524159550853E-06
588017704011759754,1237661950259953804,4.00342280135188E-06
588017704530739277,1237661950778933325,2.98872262559022E-06
588017704530739277,1237661950778933325,2.98872262559022E-06
588017704530739277,1237661950778933325,2.98872262559022E-06
588017704540569633,1237661950788763676,5.38566662850347E-06
588017704540569633,1237661950788763676,5.38566662850347E-06
588017704540569633,1237661950788763676,5.38566662850347E-06
588017704541945958,1237661950790140012,5.27494153599689E-06
588017704554266746,1237661950802460985,1.72181439337885E-06
588017719571513412,1237661965819707451,6.94035078826394E-06
588017719571513412,1237661965819707451,6.94035078826394E-06
588017719571513412,1237661965819707451,6.94035078826394E-06
588017719571513412,1237661965819707451,6.94035078826394E-06
588017721715654750,1237661967963848786,1.88189285613228E-05
588017729768390744,1237661976016584792,3.44290711274245E-06
588017730306048009,1237661976554242058,9.71677192191598E-06
588017730306048009,1237661976554242058,9.71677192191598E-06
588017948292743410,1237662194540937496,3.9020136377623E-06
588017948816244855,1237662195064438904,2.62264121642694E-06
588017978378092729,1237662224626286934,7.602170363996E-06
588017978891436048,1237662225139630206,1.41675353626804E-05
588017978891436048,1237662225139630206,1.41675353626804E-05
588017979446329505,1237662225694523562,2.95619353661808E-06
588017979446329505,1237662225694523562,2.95619353661808E-06
588017991771488466,1237662238019682518,4.23733905221234E-06
588017991771488466,1237662238019682518,4.23733905221234E-06
588017991771488466,1237662238019682518,4.23733905221234E-06
588017992306524413,1237662238554718526,3.28610896281138E-06
588018055650476206,1237662301898670265,1.9073163565659E-05
588018091613618328,1237662337861812353,5.44247505039816E-06
588023046410272825,1237667292658466885,3.9639675659987E-06
588023048021803161,1237667294269997199,2.57724634943561E-06
588023668640579794,1237667914888773826,8.60031515413848E-06
588023669707702428,1237667915955896449,2.47029055514536E-06
588023669707702428,1237667915955896449,2.47029055514536E-06
588023670784458921,1237667917032652986,1.08198163177609E-05
588023721246916828,1237667967495110870,7.92771602146621E-06
588023721246916828,1237667967495110870,7.92771602146621E-06
588295840177717340,1237658611449200737,9.29460898940978E-05
588295840711770170,1237658611983253574,0.000103345735624876
588295840711770170,1237658611983253574,0.000103345735624876
588297863640121559,1237660634911604946,1.67476803454718E-06
588297863649951841,1237660634921435234,1.70936559504323E-05
588297864177516670,1237660635449000052,3.57919404131403E-06
588297865245950198,1237660636517433628,7.18042272198836E-06
588298663044513866,1237661434315997322,7.49407695798694E-06
588298663583547602,1237661434855030931,6.67119540171693E-06
588848898847801404,1237648720165863458,2.75553556865595E-05
588848898848063595,1237648720166125688,4.55868571552046E-06
588848898851602609,1237648720169664667,2.10162853315445E-05
588848898851602609,1237648720169664667,2.10162853315445E-05
588848898851602609,1237648720169664667,2.10162853315445E-05
588848899365208223,1237648720683270271,2.23115839819223E-06
588848899365208223,1237648720683270271,2.23115839819223E-06
588848899365208223,1237648720683270271,2.23115839819223E-06
588848900429185459,1237648721747247554,1.52115751959179E-05
588848900430627108,1237648721748689177,3.9016072238846E-05
588848900430627108,1237648721748689177,3.9016072238846E-05
588848900452581469,1237648721770643531,1.09612123987094E-05
